qseqid	sseqid	evalue	bitscore	score	pident
401_CONO_14same	sp|P60274|CA1D_CONGE	3.35e-35	99.8	247	85.965
402_CONO_14same	sp|P60274|CA1D_CONGE	9.42e-46	126	316	95.455
403_CONO_14same	sp|P60274|CA1D_CONGE	1.56e-39	110	276	80.000
404_CONO_14same	sp|P60274|CA1D_CONGE	3.55e-40	112	280	87.879
405_CONO_14same	sp|P60274|CA1D_CONGE	1.07e-40	113	283	84.615
406_CONO_14same	sp|P60274|CA1D_CONGE	4.80e-39	109	272	82.540
407_CONO_15same	sp|P60274|CA1D_CONGE	7.96e-47	129	323	93.939
408_CONO_15same	sp|P60274|CA1D_CONGE	1.25e-40	113	283	84.615
409_CONO_15same	sp|P60274|CA1D_CONGE	7.61e-39	108	271	82.540
410_CONO_15same	sp|P60274|CA1D_CONGE	8.42e-44	121	304	92.424
411_CONO_15same	sp|P60274|CA1D_CONGE	1.44e-41	115	289	83.333
412_CONO_15same	sp|P60274|CA1D_CONGE	9.44e-40	111	277	78.788
413_CONO_15same	sp|P60274|CA1D_CONGE	6.77e-41	114	285	84.848
414_CONO_15same	sp|P60274|CA1D_CONGE	2.82e-43	120	300	89.394
415_CONO_15same	sp|P60274|CA1D_CONGE	4.31e-44	122	306	86.364
416_CONO_15same	sp|P60274|CA1D_CONGE	1.96e-40	113	282	83.333
417_CONO_15same	sp|P60274|CA1D_CONGE	1.98e-40	113	282	89.394
418_CONO_15same	sp|P60274|CA1D_CONGE	1.07e-43	121	303	90.909
419_CONO_15same	sp|P60274|CA1D_CONGE	5.80e-44	122	305	93.939
420_CONO_15same	sp|P60274|CA1D_CONGE	6.99e-41	114	284	86.364
421_CONO_15same	sp|P60274|CA1D_CONGE	1.91e-41	115	288	90.909
422_CONO_15same	sp|P60274|CA1D_CONGE	1.08e-41	116	290	95.000
423_CONO_15same	sp|P60274|CA1D_CONGE	5.19e-44	122	305	93.939
424_CONO_15same	sp|P60274|CA1D_CONGE	1.03e-41	116	290	90.909
425_CONO_15same	sp|P60274|CA1D_CONGE	1.94e-40	113	282	80.000
426_CONO_15same	sp|P60274|CA1D_CONGE	1.03e-44	124	310	93.846
427_CONO_15same	sp|P60274|CA1D_CONGE	2.46e-44	122	307	89.394
428_CONO_15same	sp|P60274|CA1D_CONGE	1.43e-47	130	328	98.485
429_CONO_15same	sp|P60274|CA1D_CONGE	1.60e-42	118	295	89.394
430_CONO_15same	sp|P60274|CA1D_CONGE	1.05e-45	126	316	93.939
431_CONO_15same	sp|P60274|CA1D_CONGE	3.07e-44	122	306	95.455
432_CONO_15same	sp|P60274|CA1D_CONGE	2.65e-47	130	327	96.970
433_CONO_15same	sp|P60274|CA1D_CONGE	7.88e-44	121	304	89.394
434_CONO_15same	sp|P60274|CA1D_CONGE	1.16e-45	126	316	90.909
435_CONO_15same	sp|P60274|CA1D_CONGE	8.96e-45	124	310	89.394
436_CONO_16same	sp|P60274|CA1D_CONGE	1.63e-46	128	321	96.970
437_CONO_16same	sp|P60274|CA1D_CONGE	3.44e-48	132	332	95.455
438_CONO_16same	sp|P60274|CA1D_CONGE	2.01e-45	125	314	95.455
439_CONO_16same	sp|P60274|CA1D_CONGE	3.97e-48	132	332	98.485
440_CONO_16same	sp|P60274|CA1D_CONGE	2.01e-45	125	314	95.455
441_CONO_16same	sp|P60274|CA1D_CONGE	9.42e-46	126	316	93.939
442_CONO_16same	sp|P60274|CA1D_CONGE	2.28e-46	127	320	93.939
443_CONO_16same	sp|P60274|CA1D_CONGE	3.56e-45	125	313	93.939
444_CONO_16same	sp|P60274|CA1D_CONGE	8.29e-45	124	310	95.455
445_CONO_16same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
446_CONO_16same	sp|P60274|CA1D_CONGE	1.31e-42	118	296	88.889
447_CONO_16same	sp|P60274|CA1D_CONGE	1.06e-46	129	323	89.394
448_CONO_16same	sp|P60274|CA1D_CONGE	5.94e-46	127	318	95.455
449_CONO_16same	sp|P60274|CA1D_CONGE	9.06e-45	124	310	93.939
450_CONO_16same	sp|P60274|CA1D_CONGE	2.23e-44	122	307	89.394
451_CONO_16same	sp|P60274|CA1D_CONGE	3.45e-47	130	326	96.970
452_CONO_16same	sp|P60274|CA1D_CONGE	8.82e-46	126	317	93.939
453_CONO_16same	sp|P60274|CA1D_CONGE	8.44e-46	126	317	95.455
454_CONO_16same	sp|P60274|CA1D_CONGE	1.43e-47	130	328	95.455
455_CONO_16same	sp|P60274|CA1D_CONGE	2.36e-43	120	301	89.394
456_CONO_16same	sp|P60274|CA1D_CONGE	1.96e-43	120	301	89.394
457_CONO_16same	sp|P60274|CA1D_CONGE	1.06e-46	129	323	93.939
458_CONO_16same	sp|P60274|CA1D_CONGE	2.58e-46	127	320	95.455
459_CONO_16same	sp|P60274|CA1D_CONGE	3.07e-44	122	306	95.455
460_CONO_16same	sp|P60274|CA1D_CONGE	1.58e-45	125	315	89.394
461_CONO_16same	sp|P60274|CA1D_CONGE	1.76e-37	105	262	88.889
462_CONO_16same	sp|P60274|CA1D_CONGE	2.28e-46	127	320	93.939
463_CONO_16same	sp|P60274|CA1D_CONGE	5.94e-46	127	318	95.455
464_CONO_16same	sp|P60274|CA1D_CONGE	5.88e-46	127	318	93.939
465_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
466_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
467_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
468_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
469_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
470_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
471_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
472_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
473_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
474_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
475_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
476_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
477_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
478_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
479_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
480_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
481_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
482_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
483_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
484_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
485_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
486_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
487_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
488_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
489_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
490_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
491_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
492_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
493_CONO_17same	sp|P60274|CA1D_CONGE	4.08e-49	134	338	100.000
