qseqid	sseqid	evalue	bitscore	score	pident
393_CONO_14same	sp|P60274|CA1D_CONGE	8.88e-34	96.3	238	94.118
393_CONO_14same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
394_CONO_14same	sp|P60274|CA1D_CONGE	1.99e-41	115	288	89.231
394_CONO_14same	sp|P60274|CA1D_CONGE	3.1	10.8	16	43.750
395_CONO_14same	sp|P60274|CA1D_CONGE	8.13e-34	96.3	238	90.909
395_CONO_14same	sp|P60274|CA1D_CONGE	1.1	11.9	19	38.095
396_CONO_14same	sp|P60274|CA1D_CONGE	5.19e-34	97.1	240	100.000
396_CONO_14same	sp|P60274|CA1D_CONGE	0.91	11.9	19	38.095
397_CONO_14same	sp|P60274|CA1D_CONGE	1.43e-23	70.5	171	77.419
398_CONO_14same	sp|P60274|CA1D_CONGE	3.69e-43	120	300	90.909
399_CONO_14same	sp|P60274|CA1D_CONGE	8.73e-39	108	271	78.788
400_CONO_14same	sp|P60274|CA1D_CONGE	8.87e-30	86.3	212	80.303
401_CONO_14same	sp|P60274|CA1D_CONGE	2.31e-28	82.8	203	86.364
402_CONO_14same	sp|P60274|CA1D_CONGE	2.24e-44	123	308	93.939
402_CONO_14same	sp|P60274|CA1D_CONGE	1.8	11.2	17	33.333
403_CONO_14same	sp|P60274|CA1D_CONGE	2.40e-31	90.1	222	93.750
403_CONO_14same	sp|P60274|CA1D_CONGE	1.0	11.9	19	38.095
404_CONO_14same	sp|P60274|CA1D_CONGE	3.03e-29	85.1	209	89.583
405_CONO_14same	sp|P60274|CA1D_CONGE	1.04e-31	91.3	225	84.848
406_CONO_14same	sp|P60274|CA1D_CONGE	1.08e-31	91.3	225	81.818
407_CONO_15same	sp|P60274|CA1D_CONGE	3.27e-34	97.4	241	94.231
407_CONO_15same	sp|P60274|CA1D_CONGE	0.70	12.3	20	38.095
408_CONO_15same	sp|P60274|CA1D_CONGE	3.70e-33	94.7	234	93.939
409_CONO_15same	sp|P60274|CA1D_CONGE	4.09e-39	109	273	82.540
409_CONO_15same	sp|P60274|CA1D_CONGE	0.94	11.9	19	21.053
410_CONO_15same	sp|P60274|CA1D_CONGE	1.85e-43	120	302	90.909
411_CONO_15same	sp|P60274|CA1D_CONGE	7.42e-47	129	324	95.455
411_CONO_15same	sp|P60274|CA1D_CONGE	0.70	12.3	20	38.095
412_CONO_15same	sp|P60274|CA1D_CONGE	2.53e-31	90.1	222	83.333
413_CONO_15same	sp|P60274|CA1D_CONGE	2.28e-29	85.1	209	84.127
414_CONO_15same	sp|P60274|CA1D_CONGE	2.48e-44	122	307	92.424
415_CONO_15same	sp|P60274|CA1D_CONGE	9.80e-46	126	317	93.939
415_CONO_15same	sp|P60274|CA1D_CONGE	2.8	10.8	16	50.000
416_CONO_15same	sp|P60274|CA1D_CONGE	3.34e-46	127	320	95.455
416_CONO_15same	sp|P60274|CA1D_CONGE	1.1	11.9	19	38.095
417_CONO_15same	sp|P60274|CA1D_CONGE	1.41e-45	126	316	95.455
417_CONO_15same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
418_CONO_15same	sp|P60274|CA1D_CONGE	1.31e-32	93.6	231	95.652
419_CONO_15same	sp|P60274|CA1D_CONGE	2.87e-34	97.4	241	94.118
419_CONO_15same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
420_CONO_15same	sp|P60274|CA1D_CONGE	1.07e-32	93.6	231	97.826
420_CONO_15same	sp|P60274|CA1D_CONGE	3.0	10.8	16	43.750
421_CONO_15same	sp|P60274|CA1D_CONGE	1.49e-39	110	276	80.303
421_CONO_15same	sp|P60274|CA1D_CONGE	1.1	11.9	19	37.037
422_CONO_15same	sp|P60274|CA1D_CONGE	6.10e-41	114	285	83.333
423_CONO_15same	sp|P60274|CA1D_CONGE	4.22e-48	132	332	98.485
423_CONO_15same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
424_CONO_15same	sp|P60274|CA1D_CONGE	2.13e-46	128	321	92.424
425_CONO_15same	sp|P60274|CA1D_CONGE	7.11e-44	121	304	92.424
425_CONO_15same	sp|P60274|CA1D_CONGE	1.3	11.5	18	38.095
426_CONO_15same	sp|P60274|CA1D_CONGE	3.02e-44	122	307	93.846
427_CONO_15same	sp|P60274|CA1D_CONGE	9.29e-37	103	258	87.302
427_CONO_15same	sp|P60274|CA1D_CONGE	3.5	10.4	15	50.000
428_CONO_15same	sp|P60274|CA1D_CONGE	1.16e-32	93.6	231	97.917
428_CONO_15same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
429_CONO_15same	sp|P60274|CA1D_CONGE	1.53e-30	88.2	217	83.333
430_CONO_15same	sp|P60274|CA1D_CONGE	2.35e-31	90.1	222	85.185
431_CONO_15same	sp|P60274|CA1D_CONGE	7.90e-45	124	311	95.385
432_CONO_15same	sp|P60274|CA1D_CONGE	5.40e-31	89.4	220	87.879
433_CONO_15same	sp|P60274|CA1D_CONGE	1.38e-42	118	296	89.231
434_CONO_15same	sp|P60274|CA1D_CONGE	8.25e-33	94.0	232	95.455
435_CONO_15same	sp|P60274|CA1D_CONGE	2.11e-46	128	321	95.455
435_CONO_15same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
436_CONO_16same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
436_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
437_CONO_16same	sp|P60274|CA1D_CONGE	2.23e-45	125	314	95.455
437_CONO_16same	sp|P60274|CA1D_CONGE	2.6	10.8	16	30.769
438_CONO_16same	sp|P60274|CA1D_CONGE	2.99e-46	127	320	95.455
438_CONO_16same	sp|P60274|CA1D_CONGE	0.70	12.3	20	38.095
439_CONO_16same	sp|P60274|CA1D_CONGE	3.01e-27	79.7	195	89.394
439_CONO_16same	sp|P60274|CA1D_CONGE	6.7	 9.6	13	41.667
440_CONO_16same	sp|P60274|CA1D_CONGE	2.11e-37	105	262	95.455
441_CONO_16same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
441_CONO_16same	sp|P60274|CA1D_CONGE	0.091	14.6	26	66.667
441_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
442_CONO_16same	sp|P60274|CA1D_CONGE	1.35e-32	93.2	230	89.394
443_CONO_16same	sp|P60274|CA1D_CONGE	3.73e-46	127	319	93.939
443_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
444_CONO_16same	sp|P60274|CA1D_CONGE	2.86e-44	122	307	89.394
445_CONO_16same	sp|P60274|CA1D_CONGE	1.59e-47	130	328	98.485
445_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
446_CONO_16same	sp|P60274|CA1D_CONGE	5.56e-45	124	312	93.939
446_CONO_16same	sp|P60274|CA1D_CONGE	1.7	11.2	17	41.176
447_CONO_16same	sp|P60274|CA1D_CONGE	6.92e-48	132	331	98.485
447_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
448_CONO_16same	sp|P60274|CA1D_CONGE	4.97e-48	132	332	98.485
448_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
449_CONO_16same	sp|P60274|CA1D_CONGE	1.35e-45	126	316	89.394
450_CONO_16same	sp|P60274|CA1D_CONGE	7.47e-48	131	330	98.485
450_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
451_CONO_16same	sp|P60274|CA1D_CONGE	3.26e-44	122	307	89.394
452_CONO_16same	sp|P60274|CA1D_CONGE	2.23e-45	125	314	95.455
452_CONO_16same	sp|P60274|CA1D_CONGE	2.8	10.8	16	50.000
453_CONO_16same	sp|P60274|CA1D_CONGE	8.99e-37	103	258	95.455
454_CONO_16same	sp|P60274|CA1D_CONGE	1.24e-32	93.6	231	90.741
455_CONO_16same	sp|P60274|CA1D_CONGE	5.43e-48	132	331	98.485
455_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
456_CONO_16same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
456_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
457_CONO_16same	sp|P60274|CA1D_CONGE	2.60e-30	87.8	216	89.394
458_CONO_16same	sp|P60274|CA1D_CONGE	1.15e-47	131	329	96.970
458_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
459_CONO_16same	sp|P60274|CA1D_CONGE	1.10e-46	129	323	93.939
459_CONO_16same	sp|P60274|CA1D_CONGE	2.8	10.8	16	50.000
460_CONO_16same	sp|P60274|CA1D_CONGE	1.49e-36	103	256	100.000
460_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
461_CONO_16same	sp|P60274|CA1D_CONGE	6.05e-46	127	318	95.455
461_CONO_16same	sp|P60274|CA1D_CONGE	2.8	10.8	16	50.000
462_CONO_16same	sp|P60274|CA1D_CONGE	2.26e-29	85.1	209	86.667
462_CONO_16same	sp|P60274|CA1D_CONGE	2.0	11.2	17	36.842
463_CONO_16same	sp|P60274|CA1D_CONGE	1.60e-46	128	322	93.939
463_CONO_16same	sp|P60274|CA1D_CONGE	0.43	13.1	22	34.783
464_CONO_16same	sp|P60274|CA1D_CONGE	3.77e-34	97.4	241	96.078
464_CONO_16same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
465_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
465_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
466_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
466_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
467_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
467_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
468_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
468_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
469_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
469_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
470_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
470_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
471_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
471_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
472_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
472_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
473_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
473_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
474_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
474_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
475_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
475_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
476_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
476_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
477_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
477_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
478_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
478_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
479_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
479_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
480_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
480_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
481_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
481_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
482_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
482_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
483_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
483_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
484_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
484_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
485_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
485_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
486_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
486_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
487_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
487_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
488_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
488_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
489_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
489_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
490_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
490_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
491_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
491_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
492_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
492_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
493_CONO_17same	sp|P60274|CA1D_CONGE	4.54e-49	134	338	100.000
493_CONO_17same	sp|P60274|CA1D_CONGE	0.63	12.3	20	38.095
